iter	Logloss
768	0.1530037273
769	0.1529292704
770	0.1528428499
771	0.1527618344
772	0.1527261972
773	0.1526419069
774	0.1525444492
775	0.1524804594
776	0.1524171245
777	0.1523198211
778	0.1522206253
779	0.1521095113
780	0.1520440841
781	0.1519623648
782	0.1519160741
783	0.1517819546
784	0.1516916184
785	0.1515706591
786	0.1514764285
787	0.1513733165
788	0.1512925329
789	0.1512094464
790	0.151129796
791	0.151034712
792	0.1509546185
793	0.1508433802
794	0.1507568119
795	0.1506748553
796	0.1505557523
797	0.1504772477
798	0.1503823322
799	0.1502422388
800	0.1501592128
801	0.1501061768
802	0.1500295485
803	0.1499545282
804	0.1498741849
805	0.1498142888
806	0.1497328854
807	0.1495576592
808	0.1494909425
809	0.1494469602
810	0.1494044989
811	0.1492766822
812	0.1491969477
813	0.1491411027
814	0.1490568866
815	0.1489930655
816	0.1489178316
817	0.1488236584
818	0.1487570687
819	0.1486478953
820	0.148583485
821	0.1484240927
822	0.1483421214
823	0.148303176
824	0.1482256183
825	0.1481703345
826	0.1480963692
827	0.1480173205
828	0.1479419607
829	0.1478439335
830	0.1477693127
831	0.1476901832
832	0.1476198776
833	0.1475531306
834	0.1474359599
835	0.1473229733
836	0.1472520643
837	0.1471740281
838	0.1471178362
839	0.1470002071
840	0.1469205631
841	0.1468358055
842	0.1467053502
843	0.146635988
844	0.146551196
845	0.1464516558
846	0.1463826185
847	0.1463286251
848	0.1462544441
849	0.1462186911
850	0.1461586396
851	0.1460748637
852	0.146004979
853	0.1459074301
854	0.1458580026
855	0.1457994617
856	0.145737313
857	0.1456755694
858	0.1455664373
859	0.1454573947
860	0.1453532891
861	0.1452950516
862	0.1452190582
863	0.1451100247
864	0.1450623049
865	0.1449980238
866	0.1449092831
867	0.1448454455
868	0.1447228644
869	0.1446446893
870	0.1445714419
871	0.1444510869
872	0.1444070532
873	0.1443376878
874	0.1442265102
875	0.1441474611
876	0.1440952362
877	0.1440573067
878	0.1439792069
879	0.1438769084
880	0.1438184371
881	0.1437710519
882	0.1436572492
883	0.1435921014
884	0.1435264872
885	0.1434526775
886	0.143396025
887	0.1433347501
888	0.1432762268
889	0.1432118079
890	0.1431208548
891	0.1430377926
892	0.1429848013
893	0.1429246133
894	0.1428225284
895	0.142717151
896	0.1426314751
897	0.1425526252
898	0.1424801026
899	0.1424156916
900	0.1423475521
901	0.1422753237
902	0.1421674244
903	0.1421066149
904	0.1420576984
905	0.1419890189
906	0.1419587702
907	0.141883966
908	0.1418193777
909	0.1417682347
910	0.1416669757
911	0.141618009
912	0.1415441871
913	0.1414486756
914	0.1413544975
915	0.1412810504
916	0.1412285099
917	0.1411116957
918	0.1410365668
919	0.1409785025
920	0.1409080736
921	0.1408341397
922	0.1407570798
923	0.1407185631
924	0.1406602312
925	0.1405943434
926	0.1404564291
927	0.140391633
928	0.1403049917
929	0.1402396432
930	0.1401810279
931	0.1401192525
932	0.1400692028
933	0.1399816084
934	0.13994116
935	0.1398527837
936	0.1397177503
937	0.1396406538
938	0.1395987509
939	0.1394672442
940	0.1393881524
941	0.1393067473
942	0.1392526654
943	0.1391723926
944	0.1390897407
945	0.1390135148
946	0.1389557722
947	0.1388664579
948	0.1387400701
949	0.1386210522
950	0.1385597582
951	0.1385063442
952	0.1384494872
953	0.1383753644
954	0.1383334353
955	0.1382386026
956	0.1381486452
957	0.138070149
958	0.1379537969
959	0.1378811602
960	0.1377789647
961	0.1377325514
962	0.1376450578
963	0.1375774491
964	0.137464102
965	0.1374272563
966	0.1373629062
967	0.1373223401
968	0.1372513194
969	0.1370528833
970	0.1369935641
971	0.1369500222
972	0.1368498062
973	0.1367797237
974	0.1367219659
975	0.1366533904
976	0.1365907108
977	0.1365058152
978	0.1364420043
979	0.1363638452
980	0.1362714616
981	0.1362000163
982	0.1361348904
983	0.1360601902
984	0.1360174347
985	0.1359653021
986	0.1358697111
987	0.1358039721
988	0.1357320647
989	0.1356707534
990	0.1356261965
991	0.1355444143
992	0.1354877218
993	0.1354487791
994	0.1353629887
995	0.135303227
996	0.1352302013
997	0.1351549742
998	0.1350976871
999	0.1350146869
